Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
André Porfirio,Bryan Peterson,W,Pts: 13x0,Dallas Open,94KG,4F,2022
André Porfirio,Jackson Douglas,W,Pts: 4x0,Dallas Open,ABS,4F,2022
André Porfirio,Bryan Peterson,W,Pts: 7x2,Dallas Open,ABS,SF,2022
André Porfirio,Stephen Hargett,W,Pts: 2x0,Dallas NGO,91KG,SF,2022
André Porfirio,Giancarlo Bodoni,W,Pts: 2x0,Dallas NGO,91KG,F,2022
André Porfirio,Filipe Pimentel,W,Botinha,Pan American,94KG,R2,2022
André Porfirio,Alexandre Rocha,W,Botinha,Houston Open,ABS,4F,2022
André Porfirio,Jan Zander,W,Katagatame,Houston NGO,ABS,4F,2022
André Porfirio,Francisco Cuneo,W,Calf slicer,Houston NGO,ABS,SF,2022
André Porfirio,Rafael Paganini,W,Pts: 6x6,World Champ.,88KG,8F,2022
André Porfirio,Gabriel Almeida,W,Pts: 4x2,Grand Slam MIA,94KG,RPC,2022
André Porfirio,Lucas Lisboa,W,Pts: 8x7,Grand Slam MIA,94KG,RPC,2022
André Porfirio,Italo Costa,W,Pts: 5x2,Grand Slam MIA,94KG,3RD,2022
André Porfirio,Nick Navarro,W,Aoki lock,EBI Qualifier,ABS,R1,2022
André Porfirio,Sergio Villas,W,Aoki lock,EBI Qualifier,ABS,4F,2022
André Porfirio,Austin Baker,W,Aoki lock,EBI Qualifier,ABS,F,2022
André Porfirio,Matt Cantwell,W,EBI/OT,Midwest F.,ABS,4F,2022
André Porfirio,Ben Dyson,W,Botinha,Midwest F.,ABS,SF,2022
André Porfirio,Brad Schneider,W,Botinha,Midwest F.,ABS,F,2022
André Porfirio,Pedro Agrizzi,W,Referee Decision,NoGi Worlds,91KG,8F,2022
André Porfirio,Pedro Rocha,W,DQ,NoGi Worlds,91KG,4F,2022
Andy Murasaki,Matheus Oliveira,L,Pts: 0x0,Austin WO,82KG,4F,2022
Andy Murasaki,Johnatha Alves,L,Pts: 8x8,LA Open,76KG,F,2022
Andy Murasaki,Johnatha Alves,L,Pts: 2x0,Pan American,76KG,F,2022
Andy Murasaki,Tainan Dalpra,L,Cachecol choke,World Champ.,82KG,F,2022
Andy Murasaki,Clay Mayfield,W,Pts: 11x2,Atlanta WO,82KG,SF,2022
Andy Murasaki,Guilherme Rocha,W,Pts: 2x2,Atlanta WO,ABS,R1,2022
Andy Murasaki,Matheus Godoy,W,Armbar,Atlanta WO,ABS,4F,2022
Andy Murasaki,Clay Mayfield,W,Crucifix choke,Atlanta WO,ABS,SF,2022
Andy Murasaki,Chris Gabrielson,W,Choke from back,Miami WO,82KG,SF,2022
Andy Murasaki,Joao Albuquerque,W,Armbar,Miami WO,ABS,4F,2022
Andy Murasaki,Suraj Budhram,W,Arm in Ezekiel,Miami WO,ABS,SF,2022
Andy Murasaki,Guilherme Rocha,W,Armbar,Miami WO,ABS,F,2022
Andy Murasaki,Francisco Cuneo,W,Mounted X choke,Dallas Open,82KG,SF,2022
Andy Murasaki,Eduardo Avelar,W,Pts: 8x2,Dallas Open,82KG,F,2022
Andy Murasaki,Austin Oranday,W,Armbar,Dallas Open,ABS,4F,2022
Andy Murasaki,Yan Lucas,W,Pts: 6x2,Dallas Open,ABS,SF,2022
Andy Murasaki,Andre Porfirio,W,Pts: 4x0,Dallas Open,ABS,F,2022
Andy Murasaki,Raul Basilio,W,Pts: 2x0,LA Open,76KG,4F,2022
Andy Murasaki,Rodrigo Freitas,W,Pts: 2x0,LA Open,76KG,SF,2022
Andy Murasaki,Johnny Tama,W,Choke from back,Pan American,76KG,R1,2022
Andy Murasaki,Victor Nithael,W,Pts: 4x2,Pan American,76KG,R2,2022
Andy Murasaki,Sergio Soares,W,Katagatame,Pan American,76KG,4F,2022
Andy Murasaki,Igor Feliz,W,Pts: 5x0,Pan American,76KG,SF,2022
Andy Murasaki,Manuel Ribamar,W,Choke from back,World Champ.,82KG,8F,2022
Andy Murasaki,Leonardo Lara,W,Pts: 6x0,World Champ.,82KG,4F,2022
Andy Murasaki,Tommy Langaker,W,Pts: 2x0,World Champ.,82KG,SF,2022
Andy Murasaki,Anthony Erbert,W,Submission,Charleston FO,82KG,SF,2022
Andy Murasaki,Gialysson Freitas,W,Armbar,Charleston FO,82KG,F,2022
Andy Murasaki,Lucas Garcia,W,Submission,Houston FO,82KG,4F,2022
Andy Murasaki,Caio Caetano,W,Submission,Houston FO,82KG,SF,2022
Andy Murasaki,Alef Brito,W,Submission,Houston FO,82KG,F,2022
Andy Murasaki,Vinicius Wong,W,Submission,Houston FNGO,79KG,SF,2022
Andy Murasaki,Francisco Cuneo,W,Pts: 4x0,Houston FNGO,79KG,F,2022
Andy Murasaki,Charles Murdock,W,Submission,NoGi Worlds,79KG,R1,2022
Andy Murasaki,Eduardo Avelar,W,Injury,NoGi Worlds,79KG,4F,2022
Andy Murasaki,Italo Moura,W,Pts: 4x0,NoGi Worlds,79KG,SF,2022
Amanda Magda,Yuri Nadine,W,Armlock,Salvador SPO,ABS,SF,2022
Andy Varela,Nick Griffith,L,EBI/OT,UFC Invitational,ABS,4F,2022
Andy Varela,Oliver Taza,W,Referee Decision,F2W198,N/A,SPF,2022
Andy Varela,Daniel Manasoiu,D,---,UFC Inv. 2,ABS,RR,2022
Angelo Claiborne,Sergio Rios,L,Points,Orlando SMO,88KG,4F,2022
Angelo Claiborne,Vagner Rocha,L,Cross face,Orlando SMNGO,91KG,SF,2022
Angelo Claiborne,Lucas Lisboa,L,Referee Decision,Atlanta FO,88KG,F,2022
Angelo Claiborne,Sebastian Rodriguez,L,Pts: 2x0,NoGi Worlds,85KG,R1,2022
André Porfirio,Lafayette Mendonca,W,Adv,Houston Open,88KG,SF,2022
Angelo Claiborne,Johanan Vielma,W,Points,Orlando SMNGO,91KG,4F,2022
Angelo Claiborne,Christian Cevallos,W,Armbar,Orlando SMNGO,ABS,4F,2022
Angelo Claiborne,Celso Ricardo,W,Choke from back,Atlanta FO,88KG,4F,2022
Angelo Claiborne,Matheus Oliveira,W,Pts: 3x0,Atlanta FO,88KG,SF,2022
Angelo Claiborne,Andre Gois,W,Pts: 0x0,Charlotte Open,88KG,F,2022
Angelo Claiborne,Jose Mazariegos,W,Pts: 12x0,Charlotte Open,ABS,4F,2022
Angelo Claiborne,Rene Lopez,W,Violin armlock,Charlotte Open,ABS,SF,2022
Angelo Claiborne,Pedro Bisneto,W,Choke from back,Charlotte Open,ABS,F,2022
Anna Rodrigues,Thalyta Lima,L,Pts: 2x0,European Open,ABS,SF,2022
Anna Rodrigues,Gabriela Pereira,L,Pts: 2x1,Grand Slam AD,55KG,F,2022
Anna Rodrigues,Janaina Lebre,L,Pts: 6x0,IBJJF GP,64KG,F,2022
Anna Rodrigues,Luciane Araujo,W,Referee Decision,European Open,ABS,4F,2022
Anna Rodrigues,Andreia Cavalcante,W,Choke from back,European Open,58KG,4F,2022
Anna Rodrigues,Z. Szawernowska,W,Pts: 0x0,European Open,58KG,SF,2022
Anna Rodrigues,Gabriela Pereira,W,Pts: 0x0,European Open,58KG,F,2022
Anna Rodrigues,Magdalena Maria,W,Pts: 7x0,Grand Slam LDN,55KG,4F,2022
Anna Rodrigues,Rose Sharouni,W,Pts: 3x2,Grand Slam LDN,55KG,SF,2022
Anna Rodrigues,Gabriela Pereira,W,Pts: 6x6,Grand Slam LDN,55KG,F,2022
Anna Rodrigues,Sophia Dalpra,W,Reverse triangle,Pan American,58KG,SF,2022
Anna Rodrigues,Amanda Monteiro,W,Mounted X choke,Pan American,58KG,F,2022
Anna Rodrigues,Isabel Alfaro,W,Bow and arrow,Grand Slam AD,55KG,4F,2022
Anna Rodrigues,Rose Sharouni,W,Pts: 3x2,Grand Slam AD,55KG,SF,2022
Anna Rodrigues,Sofia Amarante,W,Choke from back,World Champ.,53KG,4F,2022
Anna Rodrigues,Rose Sharouni,W,Armbar,World Champ.,53KG,SF,2022
Anna Rodrigues,Tammi Musumeci,W,Pts: 4x0,World Champ.,53KG,F,2022
Anna Rodrigues,Milene Silva,W,Pts: 6x0,Grand Slam RJ,55KG,R1,2022
Anna Rodrigues,Randryely Souza,W,Pts: 1x0,Grand Slam RJ,55KG,4F,2022
Anna Rodrigues,Maria Nunes,W,Pts: 4x0,Grand Slam RJ,55KG,SF,2022
Anna Rodrigues,Dyna Sena,W,Pts: 2x0,Grand Slam RJ,55KG,F,2022
Anna Rodrigues,Rose Sharouni,W,Kimura,Grand Slam MIA,55KG,SF,2022
Anna Rodrigues,Amanda Monteiro,W,Pts: 10x0,Grand Slam MIA,55KG,F,2022
Anna Rodrigues,Maria Claudia,W,Armbar,BJJ Stars,58KG,SPF,2022
Anna Rodrigues,Mayssa Bastos,W,Pts: 4x0,IBJJF GP,64KG,SF,2022
Anna Rodrigues,Astrid Scholin,W,Choke from back,World Pro,55KG,4F,2022
Anna Rodrigues,Ariadne Oliveira,W,Pts: 8x0,World Pro,55KG,SF,2022
Anna Rodrigues,Rose Sharouni,W,Choke from back,World Pro,55KG,F,2022
Andy Murasaki,Rodrigo Gortari,W,Verbal tap,Miami WO,82KG,F,2022
Arthur Detânico,Joao Mendes,L,Pts: 8x4,Austin WO,76KG,SF,2022
Arthur Detânico,Ronaldo Junior,L,Pts: 8x0,Austin WO,ABS,F,2022
Arthur Detânico,Matheus Galvao,L,Pts: 8x6,N. Orleans Open,76KG,SF,2022
Arthur Detânico,Mathias Luna,L,Pts: 2x2,N. Orleans Open,ABS,SF,2022
Arthur Detânico,Matheus Gabriel,L,Armbar,Houston Open,76KG,SF,2022
Arthur Detânico,Jordan Holy,L,N/A,Houston NGO,73KG,F,2022
Arthur Detânico,Igor Feliz,L,Pts: 10x2,N. Orleans SMO,76KG,F,2022
Arthur Detânico,Fabricio Barbarotti,L,Pts: 0x0,Waco Open,82KG,SF,2022
Arthur Detânico,Pablo Lavaselli,L,Pts: 0x0,Waco Open,ABS,F,2022
Arthur Detânico,Matheus Galvao,W,Botinha,Austin WO,ABS,SF,2022
Arthur Detânico,Robert Dunn,W,Submission,N. Orleans Open,ABS,4F,2022
Arthur Detânico,Joao Machado,W,N/A,Houston Open,76KG,4F,2022
Arthur Detânico,Alexandre Santos,W,Pts: 2x0,Waco Open,ABS,4F,2022
Arthur Detânico,Rodrigo Tatu,W,Botinha,Waco Open,ABS,SF,2022
Arya Esfandmaz,Yatan Bueno,L,Pts: 9x0,Grand Slam LDN,120KG,R1,2022
Arya Esfandmaz,John Hansen,L,Referee Decision,GrappleFest 13,ABS,SPF,2022
Arya Esfandmaz,Omar Frederick,W,Pts: 3x0,BRUM Pro,120KG,SF,2022
Arya Esfandmaz,Wissam Suliman,W,Referee Decision,BRUM Pro,120KG,F,2022
Arya Esfandmaz,Aled Rees,W,Choke from back,Polaris 20,ABS,SPF,2022
Ashley Williams,Marcelo Fausto,L,Points,All Stars,N/A,N/A,2022
Ashley Williams,Daniel Maira,L,Referee Decision,NoGi Worlds,67KG,4F,2022
Ashley Williams,Jack Sear,W,Referee Decision,Polaris 19,70KG,SPF,2022
Ashley Williams,Keith Krikorian,W,Referee Decision,GrappleFest 12,73KG,SPF,2022
Ashley Williams,Thiago Macedo,W,Referee Decision,RAW 2,70KG,SPF,2022
Ashley Williams,Hansley Puransing,W,Tarikoplata,Grapplefest,N/A,SPF,2022
Ashley Williams,Sean Stewart,W,Referee Decision,GrappleFest 13,73KG,SPF,2022
Ashley Williams,Tyrone Connor,W,Pts: 11x0,London FO,70KG,SF,2022
Ashley Williams,Lee Renault,W,Pts: 16x0,London FO,70KG,F,2022
Ashley Williams,Sean White,W,Choke,London FNGO,67KG,F,2022
Gabriel de Oliveira,Fellipe Andrew,L,Pts: 2x0,American Nat.,ABS,SF,2022
Austin Baker,Kristof Szucs,L,Ezekiel,Boise Open,O100KG,F,2022
Gabriel de Oliveira,Marcus Salerno,W,Cachecol choke,American Nat.,O100KG,4F,2022
Gabriel de Oliveira,Austin Baker,W,Referee Decision,American Nat.,O100KG,SF,2022
Austin Baker,Mathias Luna,L,Points,LA Open,ABS,SF,2022
Austin Baker,Jansen Gomes,L,Pts: 5x0,Warrior Challenger,ABS,F,2022
Gabriel de Oliveira,Levi Moura,W,Cachecol choke,American Nat.,O100KG,F,2022
Gabriel de Oliveira,Joshua Guerra,W,Cachecol choke,American Nat.,ABS,R1,2022
Austin Baker,Lucas Norat,L,Pts: 2x2,Phoenix Open,ABS,SF,2022
Austin Baker,Gabriel Oliveira,L,Pts: 2x0,Phoenix NGO,O97KG,SF,2022
Austin Baker,Andre Porfirio,L,Aoki lock,EBI Qualifier,ABS,F,2022
Austin Baker,Roberto Abreu,L,Pts: 39x0,NoGi Worlds,O97KG,4F,2022
Gabriel de Oliveira,Marlon Tanaka,W,Cachecol choke,American Nat.,ABS,4F,2022
Guthierry Barbosa,Jonnatas Gracie,L,Referee Decision,American Nat.,88KG,SF,2022
Austin Baker,Marcus Guedes,W,Armbar,LA Open,O100KG,SF,2022
Austin Baker,Marcelo Gomide,W,Choke from back,LA Open,O100KG,F,2022
Austin Baker,Piter Frank,W,N/A,LA Open,ABS,4F,2022
Austin Baker,Lucas Pollard,W,Points,Boise Open,O100KG,RR,2022
Austin Baker,Manny Gomez,W,Submission,Warrior Challenger,ABS,R1,2022
Austin Baker,Fellipe Trovo,W,Pts: 5x0,Warrior Challenger,ABS,4F,2022
Austin Baker,Ty Freeman,W,Points,Warrior Challenger,ABS,SF,2022
Austin Baker,Gabriel Oliveira,W,Kimura,Phoenix Open,O100KG,F,2022
Austin Baker,Marcos Oliveira,W,Choke from back,Phoenix Open,ABS,4F,2022
Austin Baker,Steve Joachim,W,Armbar,Emrald CI 5,ABS,4F,2022
Austin Baker,Franco Pana,W,Katagatame,Emrald CI 5,ABS,SF,2022
Austin Baker,Javier Saul,W,Pts: 28x0,NoGi Worlds,O97KG,8F,2022
Baret Yoshida,Jeff Huang,W,Anaconda choke,F2W 200,N/A,SPF,2022
Baret Yoshida,Tim Mendoza,W,Crucifix choke,F2W 210,N/A,SPF,2022
Amanda Magda,Andreia Cavalcante,W,Armlock,Salvador SPO,ABS,F,2022
Bill Cooper,John Combs,L,Guillotine,F2W 196,83KG,SPF,2022
Andy Varela,Jansen Gomes,L,Armlock,WNX,ABS,R1,2022
Brenda Larissa,Mayssa Bastos,L,Pts: 6x4,World Champ.,49KG,F,2022
Brenda Larissa,Sabrina Migliozzi,W,Choke from back,Grand Slam LDN,49KG,4F,2022
Brenda Larissa,Ni Ni Hoang,W,Pts: 5x4,Grand Slam LDN,49KG,SF,2022
Brenda Larissa,M. Iwat,W,Pts: 2x0,Grand Slam LDN,49KG,F,2022
Brenda Larissa,Jessica Caroline,W,Choke from back,Brasileiro,53KG,F,2022
Brenda Larissa,Lavinia Barbosa,W,Pts: 2x0,World Champ.,49KG,4F,2022
Brenda Larissa,Jhenifer Aquino,W,Pts: 2x2,World Champ.,49KG,SF,2022
Brenda Larissa,Flavia Soares,W,Submission,Grand Slam RJ,49KG,4F,2022
Brenda Larissa,Diana Teixeira,W,Pts: 3x0,Grand Slam RJ,49KG,SF,2022
Brenda Larissa,Jessica Caroline,W,Pts: 3x1,Grand Slam RJ,49KG,F,2022
Brenda Larissa,Rawanna Dasilva,W,Pts: 2x0,Grand Slam MIA,49KG,SF,2022
Brenda Larissa,Thamires Aquino,W,Pts: 3x2,Grand Slam MIA,49KG,F,2022
Brenda Larissa,Serena Gabrielli,W,Pts: 2x0,World Pro,49KG,4F,2022
Brenda Larissa,Diana Teixeira,W,Pts: 2x0,World Pro,49KG,SF,2022
Brenda Larissa,Margarita Ochoa,W,Pts: 5x2,World Pro,49KG,F,2022
Bianca Basílio,Eduarda Lima,W,DQ,Brasileiro,58KG,SF,2022
Bianca Basílio,Renata Paschoal,W,Kimura,Brasileiro,58KG,F,2022
Bianca Basílio,Gabriela Fechter,W,Body triangle,World Champ.,58KG,SF,2022
Bianca Basílio,Amanda Monteiro,W,Pts: 0x0,World Champ.,58KG,F,2022
Bianca Basílio,Milena Sakumoto,W,Short choke,One FC,60KG,SPF,2022
Brianna Ste-Marie,Amanda Alequin,W,Referee Decision,WNO 11,56KG,SPF,2022
Brianna Ste-Marie,Mayssa Bastos,W,Referee Decision,WNO,61KG,SPF,2022
Brianna Ste-Marie,Erin Johnson,W,Darce choke,NoGi Worlds,61KG,4F,2022
Brianna Ste-Marie,Claire North,W,Guillotine,NoGi Worlds,61KG,SF,2022
Brianna Ste-Marie,Nikki Sullivan,W,Katagatame,NoGi Worlds,61KG,F,2022
Bruno Lima,Shane Fishman,L,Pts: 0x0,European Open,ABS,8F,2022
Bruno Lima,Leandro Lo,L,Pts: 2x0,World Champ.,88KG,SF,2022
Bruno Lima,Eric Bergmann,L,Pts: 6x2,World Champ.,ABS,R1,2022
Bruno Lima,Catriel Oliveira,L,Pts: 2x0,World Pro,94KG,F,2022
Bruno Lima,Luca Anacoreta,W,Pts: 4x0,European Open,88KG,4F,2022
Bruno Lima,Matheus Spirandeli,W,Pts: 0x0,European Open,88KG,SF,2022
Bruno Lima,Szilard Sule,W,Pts: 0x0,European Open,88KG,F,2022
Bruno Lima,Eletherios Pagkalos,W,Katagatame,European Open,ABS,R1,2022
Bruno Lima,Neo Barbosa,W,Referee Decision,Porto Pro,94KG,F,2022
Bruno Lima,Matheus Luna,W,DQ,World Champ.,88KG,8F,2022
Bruno Lima,Sebastian Rodriguez,W,Pts: 6x4,World Champ.,88KG,4F,2022
Bruno Lima,Heeseoung Kim,W,Pts: 1x0,World Pro,94KG,4F,2022
Bruno Lima,Javier Barter,W,Pts: 11x2,World Pro,94KG,SF,2022
José Bruno Matias,Rider Zuchi,L,Pts: 6x2,World Champ.,94KG,8F,2022
José Bruno Matias,Felipe Cesar,L,Points,Houston FNGO,85KG,SF,2022
José Bruno Matias,Jacob Couch,L,Guillotine,WNO,84KG,SPF,2022
José Bruno Matias,Sebastian Rodriguez,L,Referee Decision,NoGi Worlds,85KG,SF,2022
Israel Sousa,Michael Liera,L,Pts: 6x4,American Nat.,76KG,4F,2022
Israel Sousa,Nian Booth,W,Armbar,American Nat.,76KG,R1,2022
Jackson Douglas,Fellipe Andrew,L,Triangle,American Nat.,100KG,F,2022
José Bruno Matias,Andre Porfirio,W,Pts: 2x2,Houston Open,88KG,F,2022
José Bruno Matias,Lucas Lisboa,W,N/A,Houston FO,88KG,SF,2022
José Bruno Matias,Rafael Anjos,W,Pts: 4x0,NoGi Worlds,85KG,8F,2022
José Bruno Matias,David Garmo,W,Guillotine,NoGi Worlds,85KG,4F,2022
Caio Caetano,Piter Frank,L,Pts: 6x2,LA Open,82KG,4F,2022
Caio Caetano,Mathias Luna,L,Pts: 13x6,Pan American,82KG,R2,2022
Caio Caetano,Tainan Dalpra,L,Choke from back,World Champ.,82KG,8F,2022
Caio Caetano,Alef Brito,L,Pts: 4x4,Atlanta FO,82KG,SF,2022
Caio Caetano,Pedro Pessoa,L,Choke from back,Atlanta FO,ABS,4F,2022
Caio Caetano,Rolando Samson,L,Referee Decision,Twin Cities Open,82KG,F,2022
Caio Caetano,Andy Murasaki,L,Submission,Houston FO,82KG,SF,2022
Caio Caetano,Rodrigo Tatu,W,Pts: 6x6,Pan American,82KG,R1,2022
Caio Caetano,Alef Brito,W,Referee Decision,Denver Open,82KG,SF,2022
Caio Caetano,Lucas Araujo,W,Armbar,Denver Open,82KG,F,2022
Caio Caetano,Brandon Bergenon,W,N/A,Twin Cities Open,82KG,SF,2022
Catriel Oliveira,Erich Munis,L,Pts: 3x2,Grand Slam LDN,94KG,F,2022
Catriel Oliveira,Khaled Raafat,W,Submission,Abu Dhabi Pro,94KG,SF,2022
Catriel Oliveira,Filipe Bobrick,W,N/A,Dubai Pro,94KG,4F,2022
Catriel Oliveira,Ithalo Lopes,W,Pts: 5x4,Dubai Pro,94KG,SF,2022
Catriel Oliveira,Renato Cardoso,W,Pts: 4x3,Dubai Pro,94KG,F,2022
Catriel Oliveira,Euclides Castro,W,Pts: 1x1,Grand Slam LDN,94KG,4F,2022
Catriel Oliveira,Santeri Lilius,W,Pts: 1x0,Grand Slam LDN,94KG,SF,2022
Catriel Oliveira,Niccolo Menchetti,W,Submission,Italy Pro,120KG,SF,2022
Catriel Oliveira,L. Henrique,W,Choke from back,Italy Pro,120KG,F,2022
Catriel Oliveira,M. Mohamed,W,Submission,President Cup,N/A,4F,2022
Catriel Oliveira,Faisal AlKitbe,W,Pts: 2x0,President Cup,N/A,SF,2022
Catriel Oliveira,Henrique Cardoso,W,Armbar,President Cup,N/A,3RD,2022
Catriel Oliveira,Renato Cardoso,W,Pts: 10x2,Grand Slam AD,94KG,RR,2022
Catriel Oliveira,Nejc Hodnik,W,Pts: 2x0,Hungary Pro,85KG,F,2022
Catriel Oliveira,Jakub Najdek,W,Pts: 41x0,Madrid Open,ABS,SF,2022
Catriel Oliveira,Marek Bujlo,W,Armbar,Madrid Open,ABS,F,2022
Catriel Oliveira,Vegard Randeberg,W,Points,Madrid NGO,91KG,F,2022
Catriel Oliveira,Dante Cano,W,Pts: 11x0,Fujairah Pro,94KG,4F,2022
Catriel Oliveira,Renato Cardoso,W,Pts: 5x4,Fujairah Pro,94KG,F,2022
Catriel Oliveira,Matheus Aguiar,W,Pts: 4x0,UAE Nat Pro,94KG,SF,2022
Catriel Oliveira,Igor Sousa,W,Pts: 5x3,UAE Nat Pro,94KG,F,2022
Catriel Oliveira,Ali Shizawi,W,Submission,VP Cup,94KG,4F,2022
Catriel Oliveira,Hamed Alhanaee,W,Submission,VP Cup,94KG,SF,2022
Catriel Oliveira,Lucas Lira,W,Pts: 0x0,VP Cup,94KG,F,2022
Catriel Oliveira,Melksedec Fran,W,Choke from back,Asia Pro,94KG,SF,2022
Catriel Oliveira,Igor Sousa,W,Pts: 3x2,Asia Pro,94KG,F,2022
Catriel Oliveira,Vinicius Liberati,W,Points,World Pro,94KG,4F,2022
Catriel Oliveira,Bruno Lima,W,Pts: 2x0,World Pro,94KG,F,2022
Cleber Sousa,Thalison Soares,L,Pts: 6x4,World Champ.,57KG,SF,2022
Cleber Sousa,Victor Nithael,D,---,AJP SA Team,69KG,3RD,2022
Cleber Sousa,Mikey Musumeci,L,Referee Decision,One Fc,65KG,SPF,2022
Cleber Sousa,Bebeto Oliveira,L,Pts: 6x6,NoGi Worlds,61KG,SF,2022
Cleber Sousa,Matheus Azancot,W,Pts: 2x0,World Champ.,57KG,R1,2022
Cleber Sousa,Rodrigo Otavio,W,Pts: 4x2,World Champ.,57KG,4F,2022
Cleber Sousa,Marcos Vinicius,W,Botinha,AJP SA Team,69KG,RR,2022
Cleber Sousa,Artur Oliveira,W,Botinha,AJP SA Team,69KG,SF,2022
Cleber Sousa,Felipe Negochadle,W,Armbar,S.American NG,67KG,SF,2022
Cleber Sousa,Felipe Nacib,W,Guillotine,S.American NG,67KG,F,2022
Cleber Sousa,Willis Nunes,W,Pts: 2x0,NoGi Worlds,61KG,4F,2022
Cleber Sousa,Diego Vieira,W,Cross choke,Rio SMO,64KG,SF,2022
Cleber Sousa,Welison Fernandes,W,Triangle,Rio SMO,64KG,F,2022
Charles Negromonte,Gabriel Costa,L,Pts: 2x2,Grand Slam AD,85KG,SF,2022
Charles Negromonte,Leon Brito,L,Pts: 2x1,Grand Slam RJ,85KG,4F,2022
Charles Negromonte,Gabriel Costa,L,Pts: 3x2,Grand Slam RJ,85KG,RPC,2022
Charles Negromonte,Elionai Braz,L,Pts: 2x0,Brasileiro NoGi,91KG,R1,2022
Charles Negromonte,Wallace Costa,L,Pts: 2x0,Brasileiro NoGi,ABS,4F,2022
Charles Negromonte,Vagner Rocha,L,Pts: 0x0,NoGi Worlds,91KG,SF,2022
Charles Negromonte,Nader Baker,W,Choke from back,Grand Slam AD,85KG,4F,2022
Charles Negromonte,Caio Mendonca,W,Mounted X choke,Grand Slam AD,85KG,RPC,2022
Charles Negromonte,P. Cadete,W,Pts: 6x0,Grand Slam AD,85KG,3RD,2022
Charles Negromonte,Vital Neto,W,Referee Decision,Grand Slam RJ,85KG,R1,2022
Charles Negromonte,Pedro Costa,W,Pts: 10x2,Grand Slam RJ,85KG,8F,2022
Charles Negromonte,Felipe Lucas,W,Katagatame,Brasileiro NoGi,ABS,R1,2022
Charles Negromonte,Rafael Paganini,W,Pts: 7x0,Brasileiro NoGi,ABS,8F,2022
Charles Negromonte,Hugh Fletcher,W,RNC,London FNGO,91KG,SF,2022
Charles Negromonte,Janis Riekstins,W,Points,London FNGO,91KG,F,2022
Charles Negromonte,Max Lindblad,W,Katagatame,London FNGO,ABS,4F,2022
Charles Negromonte,Michael Neary,W,RNC,London FNGO,ABS,SF,2022
Charles Negromonte,Devhonte Johnson,W,Referee Decision,NoGi Worlds,91KG,4F,2022
Chloé McNally,Andresa Cintra,L,Pts: 8x2,Brasileiro,69KG,F,2022
Chloé McNally,Andressa Cintra,L,Botinha,World Champ.,69KG,SF,2022
Chloé McNally,April Parks,W,Choke,Charleston Open,71KG,RR,2022
Chloé McNally,Suellen Lima,W,Choke,Charleston Open,71KG,RR,2022
Chloé McNally,Suellen Lima,W,Choke,Pan American,69KG,4F,2022
Chloé McNally,Vannessa Griffin,W,Pts: 10x6,Pan American,69KG,SF,2022
Chloé McNally,Ericka Almeida,W,Pts: 6x0,Brasileiro,69KG,SF,2022
Jackson Douglas,Joshua Guerra,W,Pts: 2x0,American Nat.,100KG,SF,2022
Claire North,Sheliah Lindsey,L,RNC,M. Finishers 5,65KG,F,2022
Claire North,Vedha Toscano,L,Yoko Sankaku,Dallas NGO,ABS,F,2022
Claire North,Janine Mutton,L,Referee Decision,World Champ.,64KG,8F,2022
Claire North,Brianna Ste-Marie,L,Guillotine,NoGi Worlds,61KG,SF,2022
Claire North,Alivia Bierly,W,Kimura,M. Finishers 5,65KG,4F,2022
Claire North,Thamires Monteiro,W,Pts: 6x0,Dallas Open,64KG,SF,2022
Claire North,Tracey Goodell,W,Pts: 4x4,Dallas Open,64KG,F,2022
Claire North,Thamires Monteiro,W,Pts: 2x0,Dallas NGO,ABS,SF,2022
Charles Negromonte,Adam Wardzinski,L,Adv,London FNGO,ABS,F,2022
Catriel Oliveira,S. Ramazan,L,Buggy choke,NAS Sports,100KG,4F,2022
Claudio Calasans,Oliver Taza,L,Referee Decision,European NG,85KG,SF,2022
Claudio Calasans,Leon Stavola,W,Pts: 4x2,Curitiba SPNG,85KG,4F,2022
Claudio Calasans,Ian Cerqueira,W,Pts: 2x0,Curitiba SPNG,85KG,SF,2022
Catriel Oliveira,Hunor Bodor,W,Armlock,Hungary Pro,85KG,SF,2022
Claudio Calasans,Pedro Henrique,W,Points,European NG,85KG,8F,2022
Claudio Calasans,Joao Silva,W,Points,European NG,85KG,4F,2022
Cole Abate,Damien Anderson,W,Referee Decision,WNO,70KG,SPF,2022
Cory Walker,Nobuhiro Sawada,W,Pts: 2x0,Washington DCO,58KG,4F,2022
Cory Walker,Nobuhiro Sawada,W,Pts: 2x0,Washington DCO,58KG,F,2022
Cory Walker,Matheus Fonseca,W,Pts: 4x2,Orlando SMO,64KG,SF,2022
Cory Walker,Dustin Ordinario,W,Pts: 16x2,Houston FO,57KG,SF,2022
Cory Walker,Italo Frota,W,Triangle armlock,Houston FO,57KG,F,2022
Craig Jones,Pedro Marinho,L,Referee Decision,WNO 11,93KG,SPF,2022
Craig Jones,Eldar Savidov,W,RNC,AIGA,ABS,SPF,2022
Damion Oranday,Danilo Moreira,L,Armbar,Denver Open,76KG,4F,2022
Damion Oranday,Jordan Holy,L,Pts: 21x0,Austin SMNGO,73KG,SF,2022
Damion Oranday,Alexander Le,W,Short choke,Denver NGO,73KG,SF,2022
Damion Oranday,Carlos Mejia,W,Katagatame,Austin SMNGO,73KG,4F,2022
