Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year,Decided by Points,Point Diff
Fellipe Andrew,Paulo Lanzillotti,W,10x0,American Nat.,100,SF,2022,1.0,10.0
Fellipe Andrew,Gabriel Oliveira,W,2x0,American Nat.,ABS,SF,2022,1.0,2.0
Andre Gois,Vandicleidisson S.,W,20x4,Sul Brasileiro,82,SF,2022,1.0,16.0
Andre Gois,Francisco Cuneo,W,7x0,Charleston Open,82,SF,2022,1.0,7.0
Andre Gois,Italo Moura,W,,Charleston Open,82,F,2022,0.0,
Andre Gois,Clayton Mayfield,W,4x0,Pan American,82,R1,2022,1.0,4.0
Fellipe Andrew,Aaron Tiegs,W,Reverse triangle,American Nat.,ABS,F,2022,0.0,
André Porfirio,Andy Murasaki,L,4x0,Dallas Open,ABS,F,2022,1.0,4.0
André Porfirio,Pedro Marinho,L,4x2,Pan American,94,4F,2022,1.0,2.0
André Porfirio,Bruno Matias,L,2x2,Houston Open,88,F,2022,1.0,0.0
André Porfirio,Oliver Taza,L,2x0,Houston NGO,ABS,F,2022,1.0,2.0
André Porfirio,Leandro Lo,L,4x0,World Champ.,88,4F,2022,1.0,4.0
André Porfirio,Matheus Godoy,L,5x4,Grand Slam MIA,94,4F,2022,1.0,1.0
André Porfirio,Isaque Bahiense,L,Kimura,IBJJF GP,88,SF,2022,0.0,
André Porfirio,Ronaldo Junior,L,Choke from back,IBJJF GP,88,3RD,2022,0.0,
Anderson Munis,Vinicius Trator,W,4x4,World Champ.,100,8F,2022,1.0,0.0
Fellipe Andrew,Jackson Douglas,W,Triangle,American Nat.,100,F,2022,0.0,
Frank Cespedes,Nobuhiro Sawada,W,7x0,American Nat.,58,SF,2022,1.0,7.0
Frank Cespedes,Osamah Almarwai,W,12x12,American Nat.,58,F,2022,1.0,0.0
André Porfirio,Bryan Peterson,W,13x0,Dallas Open,94,4F,2022,1.0,13.0
André Porfirio,Jackson Douglas,W,4x0,Dallas Open,ABS,4F,2022,1.0,4.0
André Porfirio,Bryan Peterson,W,7x2,Dallas Open,ABS,SF,2022,1.0,5.0
André Porfirio,Stephen Hargett,W,2x0,Dallas NGO,91,SF,2022,1.0,2.0
André Porfirio,Giancarlo Bodoni,W,2x0,Dallas NGO,91,F,2022,1.0,2.0
André Porfirio,Filipe Pimentel,W,Botinha,Pan American,94,R2,2022,0.0,
André Porfirio,Alexandre Rocha,W,Botinha,Houston Open,ABS,4F,2022,0.0,
André Porfirio,Jan Zander,W,Katagatame,Houston NGO,ABS,4F,2022,0.0,
André Porfirio,Francisco Cuneo,W,Calf slicer,Houston NGO,ABS,SF,2022,0.0,
André Porfirio,Rafael Paganini,W,6x6,World Champ.,88,8F,2022,1.0,0.0
André Porfirio,Gabriel Almeida,W,4x2,Grand Slam MIA,94,RPC,2022,1.0,2.0
André Porfirio,Lucas Lisboa,W,8x7,Grand Slam MIA,94,RPC,2022,1.0,1.0
André Porfirio,Italo Costa,W,5x2,Grand Slam MIA,94,3RD,2022,1.0,3.0
André Porfirio,Nick Navarro,W,Aoki lock,EBI Qualifier,ABS,R1,2022,0.0,
André Porfirio,Sergio Villas,W,Aoki lock,EBI Qualifier,ABS,4F,2022,0.0,
André Porfirio,Austin Baker,W,Aoki lock,EBI Qualifier,ABS,F,2022,0.0,
André Porfirio,Matt Cantwell,W,EBI/OT,Midwest F.,ABS,4F,2022,0.0,
André Porfirio,Ben Dyson,W,Botinha,Midwest F.,ABS,SF,2022,0.0,
André Porfirio,Brad Schneider,W,Botinha,Midwest F.,ABS,F,2022,0.0,
André Porfirio,Pedro Agrizzi,W,Referee Decision,NoGi Worlds,91,8F,2022,0.0,
André Porfirio,Pedro Rocha,W,DQ,NoGi Worlds,91,4F,2022,0.0,
Andy Murasaki,Matheus Oliveira,L,0x0,Austin WO,82,4F,2022,1.0,0.0
Andy Murasaki,Johnatha Alves,L,8x8,LA Open,76,F,2022,1.0,0.0
Andy Murasaki,Johnatha Alves,L,2x0,Pan American,76,F,2022,1.0,2.0
Andy Murasaki,Tainan Dalpra,L,Cachecol choke,World Champ.,82,F,2022,0.0,
Andy Murasaki,Clay Mayfield,W,11x2,Atlanta WO,82,SF,2022,1.0,9.0
Andy Murasaki,Guilherme Rocha,W,2x2,Atlanta WO,ABS,R1,2022,1.0,0.0
Andy Murasaki,Matheus Godoy,W,Armbar,Atlanta WO,ABS,4F,2022,0.0,
Andy Murasaki,Clay Mayfield,W,Crucifix choke,Atlanta WO,ABS,SF,2022,0.0,
Andy Murasaki,Chris Gabrielson,W,Choke from back,Miami WO,82,SF,2022,0.0,
Andy Murasaki,Joao Albuquerque,W,Armbar,Miami WO,ABS,4F,2022,0.0,
Andy Murasaki,Suraj Budhram,W,Arm in Ezekiel,Miami WO,ABS,SF,2022,0.0,
Andy Murasaki,Guilherme Rocha,W,Armbar,Miami WO,ABS,F,2022,0.0,
Andy Murasaki,Francisco Cuneo,W,Mounted X choke,Dallas Open,82,SF,2022,0.0,
Andy Murasaki,Eduardo Avelar,W,8x2,Dallas Open,82,F,2022,1.0,6.0
Andy Murasaki,Austin Oranday,W,Armbar,Dallas Open,ABS,4F,2022,0.0,
Andy Murasaki,Yan Lucas,W,6x2,Dallas Open,ABS,SF,2022,1.0,4.0
Andy Murasaki,Andre Porfirio,W,4x0,Dallas Open,ABS,F,2022,1.0,4.0
Andy Murasaki,Raul Basilio,W,2x0,LA Open,76,4F,2022,1.0,2.0
Andy Murasaki,Rodrigo Freitas,W,2x0,LA Open,76,SF,2022,1.0,2.0
Andy Murasaki,Johnny Tama,W,Choke from back,Pan American,76,R1,2022,0.0,
Andy Murasaki,Victor Nithael,W,4x2,Pan American,76,R2,2022,1.0,2.0
Andy Murasaki,Sergio Soares,W,Katagatame,Pan American,76,4F,2022,0.0,
Andy Murasaki,Igor Feliz,W,5x0,Pan American,76,SF,2022,1.0,5.0
Andy Murasaki,Manuel Ribamar,W,Choke from back,World Champ.,82,8F,2022,0.0,
Andy Murasaki,Leonardo Lara,W,6x0,World Champ.,82,4F,2022,1.0,6.0
Andy Murasaki,Tommy Langaker,W,2x0,World Champ.,82,SF,2022,1.0,2.0
Andy Murasaki,Anthony Erbert,W,Submission,Charleston FO,82,SF,2022,0.0,
Andy Murasaki,Gialysson Freitas,W,Armbar,Charleston FO,82,F,2022,0.0,
Andy Murasaki,Lucas Garcia,W,Submission,Houston FO,82,4F,2022,0.0,
Andy Murasaki,Caio Caetano,W,Submission,Houston FO,82,SF,2022,0.0,
Andy Murasaki,Alef Brito,W,Submission,Houston FO,82,F,2022,0.0,
Andy Murasaki,Vinicius Wong,W,Submission,Houston FNGO,79,SF,2022,0.0,
Andy Murasaki,Francisco Cuneo,W,4x0,Houston FNGO,79,F,2022,1.0,4.0
Andy Murasaki,Charles Murdock,W,Submission,NoGi Worlds,79,R1,2022,0.0,
Andy Murasaki,Eduardo Avelar,W,Injury,NoGi Worlds,79,4F,2022,0.0,
Andy Murasaki,Italo Moura,W,4x0,NoGi Worlds,79,SF,2022,1.0,4.0
Amanda Magda,Yuri Nadine,W,Armlock,Salvador SPO,ABS,SF,2022,0.0,
Andy Varela,Nick Griffith,L,EBI/OT,UFC Invitational,ABS,4F,2022,0.0,
Andy Varela,Oliver Taza,W,Referee Decision,F2W198,,SPF,2022,0.0,
Andy Varela,Daniel Manasoiu,D,---,UFC Inv. 2,ABS,RR,2022,0.0,
Angelo Claiborne,Sergio Rios,L,Points,Orlando SMO,88,4F,2022,1.0,
Angelo Claiborne,Vagner Rocha,L,Cross face,Orlando SMNGO,91,SF,2022,0.0,
Angelo Claiborne,Lucas Lisboa,L,Referee Decision,Atlanta FO,88,F,2022,0.0,
Angelo Claiborne,Sebastian Rodriguez,L,2x0,NoGi Worlds,85,R1,2022,1.0,2.0
André Porfirio,Lafayette Mendonca,W,Adv,Houston Open,88,SF,2022,0.0,
Angelo Claiborne,Johanan Vielma,W,Points,Orlando SMNGO,91,4F,2022,1.0,
Angelo Claiborne,Christian Cevallos,W,Armbar,Orlando SMNGO,ABS,4F,2022,0.0,
Angelo Claiborne,Celso Ricardo,W,Choke from back,Atlanta FO,88,4F,2022,0.0,
Angelo Claiborne,Matheus Oliveira,W,3x0,Atlanta FO,88,SF,2022,1.0,3.0
Angelo Claiborne,Andre Gois,W,0x0,Charlotte Open,88,F,2022,1.0,0.0
Angelo Claiborne,Jose Mazariegos,W,12x0,Charlotte Open,ABS,4F,2022,1.0,12.0
Angelo Claiborne,Rene Lopez,W,Violin armlock,Charlotte Open,ABS,SF,2022,0.0,
Angelo Claiborne,Pedro Bisneto,W,Choke from back,Charlotte Open,ABS,F,2022,0.0,
Anna Rodrigues,Thalyta Lima,L,2x0,European Open,ABS,SF,2022,1.0,2.0
Anna Rodrigues,Gabriela Pereira,L,2x1,Grand Slam AD,55,F,2022,1.0,1.0
Anna Rodrigues,Janaina Lebre,L,6x0,IBJJF GP,64,F,2022,1.0,6.0
Anna Rodrigues,Luciane Araujo,W,Referee Decision,European Open,ABS,4F,2022,0.0,
Anna Rodrigues,Andreia Cavalcante,W,Choke from back,European Open,58,4F,2022,0.0,
Anna Rodrigues,Z. Szawernowska,W,0x0,European Open,58,SF,2022,1.0,0.0
Anna Rodrigues,Gabriela Pereira,W,0x0,European Open,58,F,2022,1.0,0.0
Anna Rodrigues,Magdalena Maria,W,7x0,Grand Slam LDN,55,4F,2022,1.0,7.0
Anna Rodrigues,Rose Sharouni,W,3x2,Grand Slam LDN,55,SF,2022,1.0,1.0
Anna Rodrigues,Gabriela Pereira,W,6x6,Grand Slam LDN,55,F,2022,1.0,0.0
Anna Rodrigues,Sophia Dalpra,W,Reverse triangle,Pan American,58,SF,2022,0.0,
Anna Rodrigues,Amanda Monteiro,W,Mounted X choke,Pan American,58,F,2022,0.0,
Anna Rodrigues,Isabel Alfaro,W,Bow and arrow,Grand Slam AD,55,4F,2022,0.0,
Anna Rodrigues,Rose Sharouni,W,3x2,Grand Slam AD,55,SF,2022,1.0,1.0
Anna Rodrigues,Sofia Amarante,W,Choke from back,World Champ.,53,4F,2022,0.0,
Anna Rodrigues,Rose Sharouni,W,Armbar,World Champ.,53,SF,2022,0.0,
Anna Rodrigues,Tammi Musumeci,W,4x0,World Champ.,53,F,2022,1.0,4.0
Anna Rodrigues,Milene Silva,W,6x0,Grand Slam RJ,55,R1,2022,1.0,6.0
Anna Rodrigues,Randryely Souza,W,1x0,Grand Slam RJ,55,4F,2022,1.0,1.0
Anna Rodrigues,Maria Nunes,W,4x0,Grand Slam RJ,55,SF,2022,1.0,4.0
Anna Rodrigues,Dyna Sena,W,2x0,Grand Slam RJ,55,F,2022,1.0,2.0
Anna Rodrigues,Rose Sharouni,W,Kimura,Grand Slam MIA,55,SF,2022,0.0,
Anna Rodrigues,Amanda Monteiro,W,10x0,Grand Slam MIA,55,F,2022,1.0,10.0
Anna Rodrigues,Maria Claudia,W,Armbar,BJJ Stars,58,SPF,2022,0.0,
Anna Rodrigues,Mayssa Bastos,W,4x0,IBJJF GP,64,SF,2022,1.0,4.0
Anna Rodrigues,Astrid Scholin,W,Choke from back,World Pro,55,4F,2022,0.0,
Anna Rodrigues,Ariadne Oliveira,W,8x0,World Pro,55,SF,2022,1.0,8.0
Anna Rodrigues,Rose Sharouni,W,Choke from back,World Pro,55,F,2022,0.0,
Andy Murasaki,Rodrigo Gortari,W,Verbal tap,Miami WO,82,F,2022,0.0,
Arthur Detânico,Joao Mendes,L,8x4,Austin WO,76,SF,2022,1.0,4.0
Arthur Detânico,Ronaldo Junior,L,8x0,Austin WO,ABS,F,2022,1.0,8.0
Arthur Detânico,Matheus Galvao,L,8x6,N. Orleans Open,76,SF,2022,1.0,2.0
Arthur Detânico,Mathias Luna,L,2x2,N. Orleans Open,ABS,SF,2022,1.0,0.0
Arthur Detânico,Matheus Gabriel,L,Armbar,Houston Open,76,SF,2022,0.0,
Arthur Detânico,Jordan Holy,L,,Houston NGO,73,F,2022,0.0,
Arthur Detânico,Igor Feliz,L,10x2,N. Orleans SMO,76,F,2022,1.0,8.0
Arthur Detânico,Fabricio Barbarotti,L,0x0,Waco Open,82,SF,2022,1.0,0.0
Arthur Detânico,Pablo Lavaselli,L,0x0,Waco Open,ABS,F,2022,1.0,0.0
Arthur Detânico,Matheus Galvao,W,Botinha,Austin WO,ABS,SF,2022,0.0,
Arthur Detânico,Robert Dunn,W,Submission,N. Orleans Open,ABS,4F,2022,0.0,
Arthur Detânico,Joao Machado,W,,Houston Open,76,4F,2022,0.0,
Arthur Detânico,Alexandre Santos,W,2x0,Waco Open,ABS,4F,2022,1.0,2.0
Arthur Detânico,Rodrigo Tatu,W,Botinha,Waco Open,ABS,SF,2022,0.0,
Arya Esfandmaz,Yatan Bueno,L,9x0,Grand Slam LDN,120,R1,2022,1.0,9.0
Arya Esfandmaz,John Hansen,L,Referee Decision,GrappleFest 13,ABS,SPF,2022,0.0,
Arya Esfandmaz,Omar Frederick,W,3x0,BRUM Pro,120,SF,2022,1.0,3.0
Arya Esfandmaz,Wissam Suliman,W,Referee Decision,BRUM Pro,120,F,2022,0.0,
Arya Esfandmaz,Aled Rees,W,Choke from back,Polaris 20,ABS,SPF,2022,0.0,
Ashley Williams,Marcelo Fausto,L,Points,All Stars,,,2022,1.0,
Ashley Williams,Daniel Maira,L,Referee Decision,NoGi Worlds,67,4F,2022,0.0,
Ashley Williams,Jack Sear,W,Referee Decision,Polaris 19,70,SPF,2022,0.0,
Ashley Williams,Keith Krikorian,W,Referee Decision,GrappleFest 12,73,SPF,2022,0.0,
Ashley Williams,Thiago Macedo,W,Referee Decision,RAW 2,70,SPF,2022,0.0,
Ashley Williams,Hansley Puransing,W,Tarikoplata,Grapplefest,,SPF,2022,0.0,
Ashley Williams,Sean Stewart,W,Referee Decision,GrappleFest 13,73,SPF,2022,0.0,
Ashley Williams,Tyrone Connor,W,11x0,London FO,70,SF,2022,1.0,11.0
Ashley Williams,Lee Renault,W,16x0,London FO,70,F,2022,1.0,16.0
Ashley Williams,Sean White,W,Choke,London FNGO,67,F,2022,0.0,
Gabriel de Oliveira,Fellipe Andrew,L,2x0,American Nat.,ABS,SF,2022,1.0,2.0
Austin Baker,Kristof Szucs,L,Ezekiel,Boise Open,100,F,2022,0.0,
Gabriel de Oliveira,Marcus Salerno,W,Cachecol choke,American Nat.,100,4F,2022,0.0,
Gabriel de Oliveira,Austin Baker,W,Referee Decision,American Nat.,100,SF,2022,0.0,
Austin Baker,Mathias Luna,L,Points,LA Open,ABS,SF,2022,1.0,
Austin Baker,Jansen Gomes,L,5x0,Warrior Challenger,ABS,F,2022,1.0,5.0
Gabriel de Oliveira,Levi Moura,W,Cachecol choke,American Nat.,100,F,2022,0.0,
Gabriel de Oliveira,Joshua Guerra,W,Cachecol choke,American Nat.,ABS,R1,2022,0.0,
Austin Baker,Lucas Norat,L,2x2,Phoenix Open,ABS,SF,2022,1.0,0.0
Austin Baker,Gabriel Oliveira,L,2x0,Phoenix NGO,97,SF,2022,1.0,2.0
Austin Baker,Andre Porfirio,L,Aoki lock,EBI Qualifier,ABS,F,2022,0.0,
Austin Baker,Roberto Abreu,L,39x0,NoGi Worlds,97,4F,2022,1.0,39.0
Gabriel de Oliveira,Marlon Tanaka,W,Cachecol choke,American Nat.,ABS,4F,2022,0.0,
Guthierry Barbosa,Jonnatas Gracie,L,Referee Decision,American Nat.,88,SF,2022,0.0,
Austin Baker,Marcus Guedes,W,Armbar,LA Open,100,SF,2022,0.0,
Austin Baker,Marcelo Gomide,W,Choke from back,LA Open,100,F,2022,0.0,
Austin Baker,Piter Frank,W,,LA Open,ABS,4F,2022,0.0,
Austin Baker,Lucas Pollard,W,Points,Boise Open,100,RR,2022,1.0,
Austin Baker,Manny Gomez,W,Submission,Warrior Challenger,ABS,R1,2022,0.0,
Austin Baker,Fellipe Trovo,W,5x0,Warrior Challenger,ABS,4F,2022,1.0,5.0
Austin Baker,Ty Freeman,W,Points,Warrior Challenger,ABS,SF,2022,1.0,
Austin Baker,Gabriel Oliveira,W,Kimura,Phoenix Open,100,F,2022,0.0,
Austin Baker,Marcos Oliveira,W,Choke from back,Phoenix Open,ABS,4F,2022,0.0,
Austin Baker,Steve Joachim,W,Armbar,Emrald CI 5,ABS,4F,2022,0.0,
Austin Baker,Franco Pana,W,Katagatame,Emrald CI 5,ABS,SF,2022,0.0,
Austin Baker,Javier Saul,W,28x0,NoGi Worlds,97,8F,2022,1.0,28.0
Baret Yoshida,Jeff Huang,W,Anaconda choke,F2W 200,,SPF,2022,0.0,
Baret Yoshida,Tim Mendoza,W,Crucifix choke,F2W 210,,SPF,2022,0.0,
Amanda Magda,Andreia Cavalcante,W,Armlock,Salvador SPO,ABS,F,2022,0.0,
Bill Cooper,John Combs,L,Guillotine,F2W 196,83,SPF,2022,0.0,
Andy Varela,Jansen Gomes,L,Armlock,WNX,ABS,R1,2022,0.0,
Brenda Larissa,Mayssa Bastos,L,6x4,World Champ.,49,F,2022,1.0,2.0
Brenda Larissa,Sabrina Migliozzi,W,Choke from back,Grand Slam LDN,49,4F,2022,0.0,
Brenda Larissa,Ni Ni Hoang,W,5x4,Grand Slam LDN,49,SF,2022,1.0,1.0
Brenda Larissa,M. Iwat,W,2x0,Grand Slam LDN,49,F,2022,1.0,2.0
Brenda Larissa,Jessica Caroline,W,Choke from back,Brasileiro,53,F,2022,0.0,
Brenda Larissa,Lavinia Barbosa,W,2x0,World Champ.,49,4F,2022,1.0,2.0
Brenda Larissa,Jhenifer Aquino,W,2x2,World Champ.,49,SF,2022,1.0,0.0
Brenda Larissa,Flavia Soares,W,Submission,Grand Slam RJ,49,4F,2022,0.0,
Brenda Larissa,Diana Teixeira,W,3x0,Grand Slam RJ,49,SF,2022,1.0,3.0
Brenda Larissa,Jessica Caroline,W,3x1,Grand Slam RJ,49,F,2022,1.0,2.0
Brenda Larissa,Rawanna Dasilva,W,2x0,Grand Slam MIA,49,SF,2022,1.0,2.0
Brenda Larissa,Thamires Aquino,W,3x2,Grand Slam MIA,49,F,2022,1.0,1.0
Brenda Larissa,Serena Gabrielli,W,2x0,World Pro,49,4F,2022,1.0,2.0
Brenda Larissa,Diana Teixeira,W,2x0,World Pro,49,SF,2022,1.0,2.0
Brenda Larissa,Margarita Ochoa,W,5x2,World Pro,49,F,2022,1.0,3.0
Bianca Basílio,Eduarda Lima,W,DQ,Brasileiro,58,SF,2022,0.0,
Bianca Basílio,Renata Paschoal,W,Kimura,Brasileiro,58,F,2022,0.0,
Bianca Basílio,Gabriela Fechter,W,Body triangle,World Champ.,58,SF,2022,0.0,
Bianca Basílio,Amanda Monteiro,W,0x0,World Champ.,58,F,2022,1.0,0.0
Bianca Basílio,Milena Sakumoto,W,Short choke,One FC,60,SPF,2022,0.0,
Brianna Ste-Marie,Amanda Alequin,W,Referee Decision,WNO 11,56,SPF,2022,0.0,
Brianna Ste-Marie,Mayssa Bastos,W,Referee Decision,WNO,61,SPF,2022,0.0,
Brianna Ste-Marie,Erin Johnson,W,Darce choke,NoGi Worlds,61,4F,2022,0.0,
Brianna Ste-Marie,Claire North,W,Guillotine,NoGi Worlds,61,SF,2022,0.0,
Brianna Ste-Marie,Nikki Sullivan,W,Katagatame,NoGi Worlds,61,F,2022,0.0,
Bruno Lima,Shane Fishman,L,0x0,European Open,ABS,8F,2022,1.0,0.0
Bruno Lima,Leandro Lo,L,2x0,World Champ.,88,SF,2022,1.0,2.0
Bruno Lima,Eric Bergmann,L,6x2,World Champ.,ABS,R1,2022,1.0,4.0
Bruno Lima,Catriel Oliveira,L,2x0,World Pro,94,F,2022,1.0,2.0
Bruno Lima,Luca Anacoreta,W,4x0,European Open,88,4F,2022,1.0,4.0
Bruno Lima,Matheus Spirandeli,W,0x0,European Open,88,SF,2022,1.0,0.0
Bruno Lima,Szilard Sule,W,0x0,European Open,88,F,2022,1.0,0.0
Bruno Lima,Eletherios Pagkalos,W,Katagatame,European Open,ABS,R1,2022,0.0,
Bruno Lima,Neo Barbosa,W,Referee Decision,Porto Pro,94,F,2022,0.0,
Bruno Lima,Matheus Luna,W,DQ,World Champ.,88,8F,2022,0.0,
Bruno Lima,Sebastian Rodriguez,W,6x4,World Champ.,88,4F,2022,1.0,2.0
Bruno Lima,Heeseoung Kim,W,1x0,World Pro,94,4F,2022,1.0,1.0
Bruno Lima,Javier Barter,W,11x2,World Pro,94,SF,2022,1.0,9.0
José Bruno Matias,Rider Zuchi,L,6x2,World Champ.,94,8F,2022,1.0,4.0
José Bruno Matias,Felipe Cesar,L,Points,Houston FNGO,85,SF,2022,1.0,
José Bruno Matias,Jacob Couch,L,Guillotine,WNO,84,SPF,2022,0.0,
José Bruno Matias,Sebastian Rodriguez,L,Referee Decision,NoGi Worlds,85,SF,2022,0.0,
Israel Sousa,Michael Liera,L,6x4,American Nat.,76,4F,2022,1.0,2.0
Israel Sousa,Nian Booth,W,Armbar,American Nat.,76,R1,2022,0.0,
Jackson Douglas,Fellipe Andrew,L,Triangle,American Nat.,100,F,2022,0.0,
José Bruno Matias,Andre Porfirio,W,2x2,Houston Open,88,F,2022,1.0,0.0
José Bruno Matias,Lucas Lisboa,W,,Houston FO,88,SF,2022,0.0,
José Bruno Matias,Rafael Anjos,W,4x0,NoGi Worlds,85,8F,2022,1.0,4.0
José Bruno Matias,David Garmo,W,Guillotine,NoGi Worlds,85,4F,2022,0.0,
Caio Caetano,Piter Frank,L,6x2,LA Open,82,4F,2022,1.0,4.0
Caio Caetano,Mathias Luna,L,13x6,Pan American,82,R2,2022,1.0,7.0
Caio Caetano,Tainan Dalpra,L,Choke from back,World Champ.,82,8F,2022,0.0,
Caio Caetano,Alef Brito,L,4x4,Atlanta FO,82,SF,2022,1.0,0.0
Caio Caetano,Pedro Pessoa,L,Choke from back,Atlanta FO,ABS,4F,2022,0.0,
Caio Caetano,Rolando Samson,L,Referee Decision,Twin Cities Open,82,F,2022,0.0,
Caio Caetano,Andy Murasaki,L,Submission,Houston FO,82,SF,2022,0.0,
Caio Caetano,Rodrigo Tatu,W,6x6,Pan American,82,R1,2022,1.0,0.0
Caio Caetano,Alef Brito,W,Referee Decision,Denver Open,82,SF,2022,0.0,
Caio Caetano,Lucas Araujo,W,Armbar,Denver Open,82,F,2022,0.0,
Caio Caetano,Brandon Bergenon,W,,Twin Cities Open,82,SF,2022,0.0,
Catriel Oliveira,Erich Munis,L,3x2,Grand Slam LDN,94,F,2022,1.0,1.0
Catriel Oliveira,Khaled Raafat,W,Submission,Abu Dhabi Pro,94,SF,2022,0.0,
Catriel Oliveira,Filipe Bobrick,W,,Dubai Pro,94,4F,2022,0.0,
Catriel Oliveira,Ithalo Lopes,W,5x4,Dubai Pro,94,SF,2022,1.0,1.0
Catriel Oliveira,Renato Cardoso,W,4x3,Dubai Pro,94,F,2022,1.0,1.0
Catriel Oliveira,Euclides Castro,W,1x1,Grand Slam LDN,94,4F,2022,1.0,0.0
Catriel Oliveira,Santeri Lilius,W,1x0,Grand Slam LDN,94,SF,2022,1.0,1.0
Catriel Oliveira,Niccolo Menchetti,W,Submission,Italy Pro,120,SF,2022,0.0,
Catriel Oliveira,L. Henrique,W,Choke from back,Italy Pro,120,F,2022,0.0,
Catriel Oliveira,M. Mohamed,W,Submission,President Cup,,4F,2022,0.0,
Catriel Oliveira,Faisal AlKitbe,W,2x0,President Cup,,SF,2022,1.0,2.0
Catriel Oliveira,Henrique Cardoso,W,Armbar,President Cup,,3RD,2022,0.0,
Catriel Oliveira,Renato Cardoso,W,10x2,Grand Slam AD,94,RR,2022,1.0,8.0
Catriel Oliveira,Nejc Hodnik,W,2x0,Hungary Pro,85,F,2022,1.0,2.0
Catriel Oliveira,Jakub Najdek,W,41x0,Madrid Open,ABS,SF,2022,1.0,41.0
Catriel Oliveira,Marek Bujlo,W,Armbar,Madrid Open,ABS,F,2022,0.0,
Catriel Oliveira,Vegard Randeberg,W,Points,Madrid NGO,91,F,2022,1.0,
Catriel Oliveira,Dante Cano,W,11x0,Fujairah Pro,94,4F,2022,1.0,11.0
Catriel Oliveira,Renato Cardoso,W,5x4,Fujairah Pro,94,F,2022,1.0,1.0
Catriel Oliveira,Matheus Aguiar,W,4x0,UAE Nat Pro,94,SF,2022,1.0,4.0
Catriel Oliveira,Igor Sousa,W,5x3,UAE Nat Pro,94,F,2022,1.0,2.0
Catriel Oliveira,Ali Shizawi,W,Submission,VP Cup,94,4F,2022,0.0,
Catriel Oliveira,Hamed Alhanaee,W,Submission,VP Cup,94,SF,2022,0.0,
Catriel Oliveira,Lucas Lira,W,0x0,VP Cup,94,F,2022,1.0,0.0
Catriel Oliveira,Melksedec Fran,W,Choke from back,Asia Pro,94,SF,2022,0.0,
Catriel Oliveira,Igor Sousa,W,3x2,Asia Pro,94,F,2022,1.0,1.0
Catriel Oliveira,Vinicius Liberati,W,Points,World Pro,94,4F,2022,1.0,
Catriel Oliveira,Bruno Lima,W,2x0,World Pro,94,F,2022,1.0,2.0
Cleber Sousa,Thalison Soares,L,6x4,World Champ.,57,SF,2022,1.0,2.0
Cleber Sousa,Victor Nithael,D,---,AJP SA Team,69,3RD,2022,0.0,
Cleber Sousa,Mikey Musumeci,L,Referee Decision,One Fc,65,SPF,2022,0.0,
Cleber Sousa,Bebeto Oliveira,L,6x6,NoGi Worlds,61,SF,2022,1.0,0.0
Cleber Sousa,Matheus Azancot,W,2x0,World Champ.,57,R1,2022,1.0,2.0
Cleber Sousa,Rodrigo Otavio,W,4x2,World Champ.,57,4F,2022,1.0,2.0
Cleber Sousa,Marcos Vinicius,W,Botinha,AJP SA Team,69,RR,2022,0.0,
Cleber Sousa,Artur Oliveira,W,Botinha,AJP SA Team,69,SF,2022,0.0,
Cleber Sousa,Felipe Negochadle,W,Armbar,S.American NG,67,SF,2022,0.0,
Cleber Sousa,Felipe Nacib,W,Guillotine,S.American NG,67,F,2022,0.0,
Cleber Sousa,Willis Nunes,W,2x0,NoGi Worlds,61,4F,2022,1.0,2.0
Cleber Sousa,Diego Vieira,W,Cross choke,Rio SMO,64,SF,2022,0.0,
Cleber Sousa,Welison Fernandes,W,Triangle,Rio SMO,64,F,2022,0.0,
Charles Negromonte,Gabriel Costa,L,2x2,Grand Slam AD,85,SF,2022,1.0,0.0
Charles Negromonte,Leon Brito,L,2x1,Grand Slam RJ,85,4F,2022,1.0,1.0
Charles Negromonte,Gabriel Costa,L,3x2,Grand Slam RJ,85,RPC,2022,1.0,1.0
Charles Negromonte,Elionai Braz,L,2x0,Brasileiro NoGi,91,R1,2022,1.0,2.0
Charles Negromonte,Wallace Costa,L,2x0,Brasileiro NoGi,ABS,4F,2022,1.0,2.0
Charles Negromonte,Vagner Rocha,L,0x0,NoGi Worlds,91,SF,2022,1.0,0.0
Charles Negromonte,Nader Baker,W,Choke from back,Grand Slam AD,85,4F,2022,0.0,
Charles Negromonte,Caio Mendonca,W,Mounted X choke,Grand Slam AD,85,RPC,2022,0.0,
Charles Negromonte,P. Cadete,W,6x0,Grand Slam AD,85,3RD,2022,1.0,6.0
Charles Negromonte,Vital Neto,W,Referee Decision,Grand Slam RJ,85,R1,2022,0.0,
Charles Negromonte,Pedro Costa,W,10x2,Grand Slam RJ,85,8F,2022,1.0,8.0
Charles Negromonte,Felipe Lucas,W,Katagatame,Brasileiro NoGi,ABS,R1,2022,0.0,
Charles Negromonte,Rafael Paganini,W,7x0,Brasileiro NoGi,ABS,8F,2022,1.0,7.0
Charles Negromonte,Hugh Fletcher,W,RNC,London FNGO,91,SF,2022,0.0,
Charles Negromonte,Janis Riekstins,W,Points,London FNGO,91,F,2022,1.0,
Charles Negromonte,Max Lindblad,W,Katagatame,London FNGO,ABS,4F,2022,0.0,
